subject	DL_i1_clickhand
1	100
54676961fdf99b7ba4d35cd6	50
54876fe7fdf99b03efa64374	100
54e32a60fdf99b3eae9de85b	50
550c3ed5fdf99b3039d68894	100
5512eee1fdf99b7e1fb1be40	100
55519750fdf99b7f2114cc3e	100
5552121afdf99b74d81d09ef	100
555e3c45fdf99b423b15e013	100
558830fbfdf99b3a56b47ef5	100
558996f2fdf99b7ae47f5ed2	100
5596f7bdfdf99b4a8bd2d49f	100
55a47692fdf99b126e625257	100
55ad3f2dfdf99b563a2471c8	100
55b42b7cfdf99b5244217cf4	100
55bd8669fdf99b5bfc7d4cfc	100
55d06fd334e9060012e5781c	100
55d09e4934e9060005e5729a	100
55d4c46f58c35800113dc131	100
55d51a6b8ce09000127d4821	-100
55da1c4669dbc30010b67569	100
55eb04337480920010aa9e0d	100
55f9e9564f51400011296872	50
5608a73fd7def20012b7389d	100
5611f6dd7ffc8a00058117e7	0
5638d3a544e8c8000ee869a2	100
5640acc0074be600055e9afd	-100
564e93659b124900127eb55b	100
5654175604212700054a12b1	100
5658000ca9872d0011e1ba26	100
565955077d6957000adfe029	100
56b4b565b2de2a000d3316ba	100
56c89222dfea6c000bb23762	100
56d7623f04c67d000c7b9de6	100
56e1bb4e6ce054000b3ffcaf	50
56f7f09335c4760006278fca	-100
56fc8248b5648e000fac9980	100
571144323d47e800096358d9	100
5715699a30185b0008b40009	100
57165ba7c5aca2000a8d32ca	100
5717864c94d4fc001297198d	-100
571f543bf6d15a0013df11e1	100
572bcf0d34b25a000edd2cf1	100
572f8258ad13160010008a61	50
5732a7595bb657000f727f02	100
5766d2f7fdff7a0001c1285b	100
576745749dcd970001dbdd0b	100
57739704c1b42d0001a58ae6	100
577d1216b425c40001434b2f	100
577d6a6c160201000103d7fc	100
578b5756160201000103fe40	100
579f1d3bc9abeb0001af52d8	100
57a5c633275be6000135b61c	100
57a9f41a16a091000112f1cf	-100
57bf2f693aa21900017f7ae6	100
57c2f3ed0c656b00019c5988	100
57c4761195a3ea00016e5992	100
57dab7f721d77800018e42fe	-100
57dd3b0e91b7fc0001493db9	100
57ee8eb1e62704000199d5ae	100
58061b34c7b1100001138a1e	100
5809006b2a296e0001005451	100
5862a405d22a5800014c4c27	-50
58635484a73baa00010db537	100
5870f3b92bd3c90001859a3d	100
587674406e2f8d00015c6148	100
588093c6704f1100014a3d01	100
589ce4d65e63bf00013b3175	100
589cf2a3f6cc2100012af256	100
58a63a64ea3d11000170e1cc	100
58bfee7de5869400018f5e9e	-100
58d954ec58d78900016eaf6d	-50
58ed2be2a083320001a13783	100
58eec4b09fbdde00011e95b0	100
58f3913fcb9e9600013ca530	-100
590208c89571f50001c666e3	100
59098fbcc3338c000105a042	-100
59175c2896ffb800017c4caf	-100
592bb32c943e670001cde123	100
594425f07ccfd00001d3f462	100
59451bd536b8f40001de0a83	100
594ec90eca6e670001b2c184	100
59528796a186be000114dc32	50
596f8a83c988c000015bf765	50
5971cee2f4058000011deea6	-100
597e1b3f9d51240001f1f71d	100
598aee4fe65fa90001580921	-100
599e74eeb4e8c80001d1147e	50
59aae1188cef7d00011f8884	100
59b85e50d793b40001459a2f	-100
59c3eeac05da9d0001402bcd	0
59c4f0a2916c4d000109428a	0
59d3d4026cc82800013e31a2	100
59d6c032ea41450001ec76c9	100
59d9d9cd8fd07a0001842484	100
59dc458f77860e000151240e	100
59e27cc0c0d35a0001294e6b	100
59e6f84616ecc200016ff141	-100
59f78f90a764fc000135f6e6	100
59ff81fd5d06850001afeeab	100
5a198755f2e3460001edc5c9	100
5a270517b4a5de00011af15c	100
5a2adf6a8e00a000019864fb	100
5a3bdd2c8d005a0001829f3e	100
5a47b7be2f91ec0001dcbfee	100
5a639a04c0d836000107b977	100
5a6f1ccade1f390001dbd8b7	-100
5a6fd0626923df0001ef977b	100
5a7dc159000dab00018c5a06	100
5a804807000dab00018c6e5a	100
5a8b3fa3b093f80001a80576	-50
5a8d8079190420000156435d	100
5a8f3dd5eea3d300016ece86	100
5a9f9e14b5e2110001c6f6f5	-100
5aac21406be3fa00013a2a51	50
5ab10212fb22320001bacdfe	100
5ab65c67f69e940001d8e06c	100
5abd5f3b5cd105000161f167	100
5aca34565cd1050001626480	100
5acf8cd5a010190001b34afa	100
5ad0c55ad9f7470001db0e09	100
5ad0c8fd4d061300011b07e4	100
5ad57f5c27c301000101d9c5	100
5ad59462045cb000015c9960	100
5ad5efefe2338200017798d4	100
5ae2b45afef71c0001bea628	100
5aeb063b2f05b500013028a0	-100
5aed87e375deca0001627011	100
5af2f6c0c36b060001f80163	50
5af59378f856320001cf2ffc	100
5af5e288e19f8c00019e3d09	0
5afb134c57516b0001416b48	-100
5b12b275e9270900013c3e01	-100
5b1f92bdc9d3cb0001107e75	100
5b2aac848580750001aa0b64	100
5b393581c49ecb00010a6693	100
5b421b9ac2e3810001763252	-100
5b4915add4c93b00019beed6	100
5b494218ff7497000125219a	-100
5b50d6214e2d6800010b6092	100
5b575da5f633200001232769	-100
5b59862535af16000164960a	50
5b5cff1c9351420001b78419	100
5b6515e83662a8000158b2aa	100
5b6c312fa1fda800015fe165	100
5b6c72f29dc5550001f8a514	100
5b6cf2c61b61b60001bc0678	100
5b72d1b972a6fc0001b2abc2	100
5b7ba10e4ba9cd0001e66fb4	100
5b7d518d1e35f0000173153c	100
5b7ecfe47a63030001019c35	100
5b82e33f184f45000155f0ba	100
5b87cdc34dc3210001904196	100
5b87dd09019cf60001a115b3	100
5b8c7161284d9b00019dee13	-50
5b8e11444cd6dd0001bf07d9	100
5b920a69abfadc0001e7ffa9	100
5b9754dce1adf100014ac3d1	100
5b985404a15058000124e508	50
5b9aa47491b20a0001176287	100
5ba3223a68b542000112c1b6	0
5ba6d507cf54e40001c45aaf	100
5ba849b3a2a1ae0001f08d2d	100
5baa7acf14779d0001a23968	-50
5bace423b95cc700014b5334	100
5bad4be8b712f30001b87947	100
5bad4db8b712f30001b87990	100
5bb0f624a1c73d0001b9d62d	100
5bb0f83f71e1b2000176c35b	50
5bb21a6ed14ec100019840fb	0
5bb535574cb73b00011437d0	50
5bbc18010cb04c00015025ce	100
5bbd2bdcf7358a000171636f	100
5bc10133904b2f000194b264	100
5bc9ed7f3d893f0001bee4b6	50
5bdc4a3b0f86a60001be614a	50
5bdfb648484288000130dad0	100
5be08379a34306000165f14c	-100
5be12624b08fb60001f5680a	-100
5be9b18df5c1060001085048	100
5bea1d914e38ca00014b399e	100
5bead56b5324b10001c2551c	100
5bebbb9694bff800011dc37c	100
5beccd423b6489000156596f	0
5befb6e27c387400016983bf	0
5bf19d37e657aa0001a2314a	100
5bfd8910eed5280001ead1dd	100
5c0004a72340e10001bfc3a0	-100
5c024be169406e00014e0b8e	100
5c0586b43199f4000153f133	0
5c05c77f24419e0001a3094f	100
5c086d3d3be61100011a694d	-50
5c0c28915b32d500012eef60	-50
5c0e80423a0b8e000183089b	100
5c11f8202b16ba0001c8b764	100
5c190c311e18d10001eca667	100
5c2477b010677f0001db2661	100
5c28884289f035000174bfbe	0
5c28c65636efd800010f30fb	100
5c2c189b867f660001af5dc5	100
5c2dae2110677f0001dd1137	100
5c2e33e751dcf20001b3204d	0
5c37aa8b832a8400010983b3	100
5c395df5f5ebd50001850900	100
5c3dfadfef1d0d0001b2870e	100
5c3e80671580e9000122d168	0
5c4db2cd430fb000014d1448	100
5c4e5f2ae5f00f0001542748	-50
5c50046b2b89f500015e5f6b	100
5c560b6fccb08c0001e134a8	50
5c56964991c0ad0001cfa5ae	100
5c574d3f53fba80001bd302e	100
5c588d147831040001973ab3	100
5c59f7cb4eea0b00017c9317	100
5c5cb3bf6a946500015a3411	-100
5c5ff87f8c0552000109d7de	-100
5c62fbd932207f00016bd19e	50
5c6325a730ccf800019350c6	100
5c663cd56fdc87000162e255	100
5c6709ab926a5b0001eb29c1	100
5c6838ea5f8d580001e8a8ab	100
5c6849dc5b27b00001a340f5	50
5c69bdaf81ea8900018aeccd	50
5c6ddaefdf677d00013fa313	-100
5c707693db12e3000146b16d	-100
5c742339e621f900163f4543	-100
5c778f10848d2a0016b3c65d	100
5c799405e62652001656f06f	50
5c7cf8b58ca9000001b52f6e	100
5c82c9a4d8302a00010639b8	100
5c858ca8eceaa40001d3f488	50
5c8d2f74e775150016db3700	100
5c8f9fa8dfbf30001697845d	100
5c92aa671ce0cd00128c6c86	100
5c993969c6d15000019bbc4f	0
5c9b3126a586fd00154d5440	-100
5c9d88bb2b3c77001744ec1c	100
5ca3ccae7958d0001689df68	100
5caba2588d77140014bac508	100
5cadcbd3cdf3eb00136336a4	100
5cb489ff0cd1ed0017465d19	100
5cb50cffce95710018cc9c9e	-100
5cbc345609683c00017c878a	100
5cbe04b4f429ff00159de30e	100
5cbe2edd577eb000184124b9	50
5cc369725986a4001b4e9041	-100
5cc48c234bb96d00018a8bfe	-50
5cc4969c3b1b1c0018f9da36	100
5cc8039e3ef93000171c96b8	100
5cc93ce7627fc30013fc22aa	0
5cd8d08636870e001901bd6e	100
5cdfb7d5ed552600019dc9f3	100
5cec60a0de266200191eb2c9	100
5cef892f0c5fb30018fbdfbe	100
5cf510ccb0bafb00161ffd56	0
5d013b6597491100014a4fca	100
5d02e8a7c087120001942ae7	-50
5d09895e65eb3400189cc207	0
5d09d2a3fcc453001981ee4e	100
5d0a831fac01cb001c691cb1	-100
5d0bff3d9599aa001a256b15	-50
5d1426c8efc9c20001495f2f	100
5d15fedfa8eae10015738ed7	100
5d1652ba768bdf000154e37d	100
5d166f8340218700169a0814	100
5d171334b49a4a0001e8aca4	100
5d17c7644700940015463ef1	100
5d17ce93ac37cd0019535088	100
5d19281012e152001920227f	100
5d1a21a834dc47000196b3fd	100
5d1c92bc5f54410001ef8f0c	100
5d206e075278fa001848134d	100
5d24df75a80a600019d97b2e	50
5d278e6a6f7c660019b56196	100
5d29187bd96c80001769ec41	100
5d2de4db914b6e001877da8f	50
5d2f7fb4bb27200019010768	0
5d30752a0334500019f10720	100
5d30ec10a5c3c900194c5d12	0
5d3afd98bea4e90019c67c9f	100
5d4254db5b2c430001418a3c	100
5d432a9dfc19f8001a2964e7	0
5d46daa91274770001916403	-100
5d4a36e8a61675000169036f	100
5d4a41890e604c00011ade8b	100
5d4c394a090b51001a1775fe	100
5d4ca16427393e0001161cb2	100
5d55d562e04e1c0001f5e682	100
5d59b01348766d0016949e6a	100
5d5d13312a28f400015a5b6f	100
5d5d6e95909e4c0001b12fe8	100
5d5e39bd7427d30001d610ba	100
5d5e4baff521f100166c5d3a	-50
5d612ae16512d700159face7	100
5d62886927a84f00010fbbb4	100
5d6472c63ca9fc00153d2ba4	-100
5d66b39acb411d00170f69d6	100
5d6ab68809f9270001dac666	100
5d6eb94fb861b60001e7760c	0
5d728c6f1c91d40001a4b6ad	100
5d7695cc7ae60f001bc4bde6	100
5d7e1d2db5bd580017d11cec	-100
5d8125f63d05eb0001731115	100
5d849ee0a954540019f513dd	100
5d89435aa8e8120018a4e202	-100
5d8a2b0f887a21001543980f	100
5d8a797185a7f1001a27c3cf	100
5d8a9a8714087d001898dbbf	100
5d91daf3704e790018f47229	100
5d93c8c883e2470018a4f853	0
5d959fdf9cf6ab001982afee	100
5d9be88c195db300128d652a	-100
5da179412996110016d853d5	50
5da3865a7f1f7d001005f581	-100
5db061b0f876e1001620e2ee	100
5db16ce33990ed0014564873	100
5db41a3f9ca75a000b71110c	100
5db853720f6ebd000ba94ed8	100
5dbbfa90c486791b1bd03292	100
5dc52848b63adf3bbb43f869	-50
5dc61a4e1173bb4786278f33	100
5dcb6fb005be6f8311d7e836	100
5dcc836b6a24b5912d7c33f4	100
5dcefcd0307b8d05031d7264	100
5dcfc4a09595a10cd3ef3e59	100
5dd2e29b2c5c102e6454227a	100
5dd3e3cd5daaa63c5fdb7bb8	100
5dd3f2988f45b93cd7da62d3	50
5dd48444dd9a7447d224cc71	100
5dd72efa82569a6d38e06854	100
5dd742a140460e6e2b707d58	100
5dda7e609d9e309e55d8eeb2	-100
5ddc3d39fce606ba6f9e1fa4	100
5ddd7db419eecbce5c2dbc6f	100
5dded98ea4aa26f899702668	100
5de260b9553cee28d97b058d	100
5de4eec72cf204481c6e5c1e	100
5de5a131676a6d531c75b6ab	100
5de8734b44b3127e513ae247	100
5de8bc74553cee8280a7dd84	100
5dea9f92c3aca11bffec8b7e	100
5ded38c39f631c3f7601388f	100
5dee72917309b950e5262f3a	100
5df15288b1fb0506c5fc6afb	-50
5df8dfbb9b92b164c645b5b5	100
5dfac1ba83907981767ce907	50
5dfc64647adf4b971f329cbf	100
5e03f8517f08edece67a3137	100
5e126c25a98a7a8fab258f14	100
5e13859753e8469d270982c0	-100
5e14f72f557425b04528df9a	-50
5e1582d9805a30b7d0c8b9c7	100
5e15da8a805a30bcd2ed796d	-100
5e185c397eeb87000d989683	100
5e1878b9a3d56c151399af37	100
5e1cf0cfdc1a170855fd89c2	100
5e212f851bad6c42f4faeece	100
5e24e9e7adb5b7773faa4522	100
5e26f291ab132b92d1bb6544	0
5e282e43266894a3e79a6eaa	100
5e29d82712b2f8029e117f2b	100
5e2ef776425d8601c43079f2	50
5e2ef88b30c15c000bbfae06	100
5e2f65a3be23b2525a9b4d97	100
5e30492697a58001749fce6b	100
5e30f51461ac040fd0d1b266	100
5e3760815bfa436fd256b2e9	100
5e3db8f9456974000afeb855	100
5e3ddcf95556b204cb143eab	-100
5e405a1cfce14d29997364da	-50
5e40c6d2aa21c630069197ea	100
5e41723aade7c2000b4c14f8	100
5e4192083514ba02bc057574	-50
5e42d790c1742f000c1e2a9b	100
5e437d7404eaba215eafbd2a	100
5e45477286e27102354a420b	100
5e456129f5b428000b5b0f81	-50
5e5291ff6c3d7d2a79ec869e	100
5e533e9d1ffa373595a2bcfb	100
5e5578c220b63957aeea65dd	100
5e5c58012272eb4328419f08	0
5e5fe64a8278d103d35cac54	100
5e60db57fdef8001c1fdc6f7	100
5e641dcaef80c61af57629c3	100
5e6b9027bc9dab1425346017	100
5e6bb512e18e0d03e89a7831	50
5e6d7b0421be18343d8bc4a9	50
5e6de0ab9e71d4392921839b	100
5e6ec2818808e6486e268039	50
5e730aa954a7b42617d99c5a	100
5e7902515312ee4a99c22e53	100
5e7987df47422a5443426cd7	-100
5e7e846a89a21d55d5e77411	-50
5e80b2ad6f603400087d0611	100
5e836a3c2598d409928dae31	100
5e84bd7c34d5d9072128fac1	100
5e872f5b3a32c337ba65aa68	100
5e88288b0a0d8f4ad029f6e3	50
5e8caf1b063693041f6ac524	100
5e8f1eb6bb578701f190229b	-100
5e8f4b597ec957073a4ea143	50
5e905888b3f91e367d4b555f	100
5e92a1a4fc57e20f92eef47f	100
5e937e8e4d246b6b4162ae72	100
5e9847daec534b03f4769cab	100
5e98ce846515431026d195c6	100
5e9a753ccc244610ac6b0d87	100
5e9b9eaee0e30b0b27983c50	100
5e9f31ca9b0a040704ee0bad	0
5e9f324c7a996d0aa2ff651e	-100
5ea043f2618bcf041cb4c245	-50
5ea556346fe116549c336fc9	100
5ea63190173fb765f87a89a8	100
5ea848facb20c326fa2679bb	-50
5ea8c2580e5ed332ad771cb7	100
5ea92954ef7ece00096faf5a	100
5ea95ca4936cd3035f7e3e3a	100
5ea9cb32040c211222bcbb69	100
5ea9f6b340571b17901e6949	100
5eaab7bc385332016e089dda	100
5eaecb0824839e59ed3523eb	-100
5eb1d84a32ae1d128f1fc7ba	100
5eb2134abde80d38a869a0a3	-100
5eb32b8adc8fc511560fca82	100
5eb400dfeb119a1f67e22297	-50
5eb4909c2f46f82f9280a49b	-100
5eb8ff91a1bdb386c80cd7ea	50
5ebed2706c113a28c66ad396	-100
5ec06f59c4ceb1481f225bbd	100
5ec2142f6e98202af3300059	100
5ec359a0e7928519b8cf64af	100
5ec3f8bde69a92288ec450af	-50
5ec441b77b846b31db2d328a	0
5ec4a156bc5aac3819ac52f2	0
5ec53ac5db44d64b617c1b97	-100
5ec599168c7fa65cabe8b5c7	100
5ec5a64c306f255ec98d5cc1	100
5ec62902bb44c16b842128f9	0
5ec6df52f52d1111598b1221	100
5ec6f9a4ce75e2141fb9d957	100
5ecb6acd10d2c36e6124c9bd	100
5ecc5d22a5e08e45bf551927	-100
5ece0f3693c34518cb5cbef5	100
5ece8e8cfe7304272dc17551	-100
5ecf82c4e84c2d01e7ba2f7a	100
5ed1cd25eb6dc1122dbd700f	100
5ed2bdf295ed8f251d614b21	-100
5ed3f7a0f387a109b6580537	100
5ed3f7c5c739ce0a04ce3df5	100
5ed40545225e613ba9f16b57	-100
5ed543442db0060a955d12e1	100
5edbf6a29a8d508920c14f6c	100
5ee00b8630f30b34f2a5dc1c	100
5ee167bb5b9407188fc9f15f	100
5ee1be444c9d75206ce5aa92	100
5ee232f2b970662cfa352567	100
5ee5483b1dfa3b0ded826eee	100
5ee62007551db1034cb9696a	0
5ee6be54321536000905346a	100
5ee7b0a316b7d10662171450	50
5ee811d6f82aa71171ed4d83	100
5ee93ab8a93d8b15baf72fc5	100
5ee9e9c1496265000a792544	0
5eea49c09e6f8711b4cdf3bb	100
5eeaa8ee94a7f8046a02a20d	100
5eeaff28cf5da71d691ef212	100
5eecd2e3a38fd009dd9d1f3d	100
5eee761287fdd331fc618449	0
5eee7e5812de8e32ecde556c	-100
5ef23630f2d2bf0589880921	-100
5ef246c6d2b9060809858e7e	100
5ef35d30f4c5240865ab26b5	50
5efa98dd74af25000cdbbf43	100
5efb022116108c000a66a141	-100
5efb31fa8cd32f04bf048643	100
5efb49177e130c0785b93842	50
5efb4cfd797e7108c3823ae5	100
5efca9b3026506070acda120	50
5efcd984f7176d0e6a59dd17	100
5efcdcfeaead790f210c3181	50
5efd3f03dbefb617cf28b12e	100
5efef32a88bb6a01c8087591	100
5f0576c2b5b074000a8664cc	-100
5f05b6a83c0c4206b334458a	50
5f07d4c092ba8742ace3d2de	50
5f08d7adb7990e14b0a2b4a2	50
5f0a14c3d362030c483654a3	-100
5f0a7dec44c42c19a6c9f6d9	100
5f0bcb67acb8844f8a226f2b	100
5f0e9896f5e4e11e12c8f5ac	100
5f0fba550d4c1304aa069f1d	100
5f105b47d36c8701ec112317	-50
5f110f4591d25946c7df1b87	-100
5f117601aeef1d5095578b01	100
5f11eb333c6e2c0df5b92270	-100
5f178176fd9dc510cad21a86	100
5f1b775a104d42375a677b15	100
5f1c0a9e47a90a000ad55e2c	100
5f1c0b2946a0aa454dd5ee2c	100
5f1dc8e9a351ad07a95854c1	100
5f20c7843957f61f62c58bb6	50
5f218ec7604e35564a7ea1ea	100
5f240054aa2111204f231a51	100
5f2788ddf5b51d1407d074b5	100
5f2ef53d7729c52ae63230a2	100
5f3077924fd8214dc6684e55	100
5f36767024b51d0277f24582	100
5f3b033d78bf3c202a84aeb6	100
5f3bd56999a44d9324b76ddb	-100
5f3c2648a9ef86a4c10de377	100
5f3c5d4c9168ccad270ddb36	100
5f3d18ef9b85490197cc41fb	100
5f3d6f7010ad88124f3906e2	100
5f44ed0e7f545e029071c4e8	100
5f4a835e9e84256238129995	100
5f4afb1288eb746d1804dc1e	100
5f4c49b249b99c1462dd2640	100
5f4c9e74da9c148b0d42ecbd	50
5f4dc319c9fb1509b77d8b84	100
5f4e58804562c701d08b08d2	100
5f4eb6d4b6f7400f5bffa97f	50
5f4f5d2da7606a000ab233c9	0
5f4f94b31fa4ba0605c8bcae	50
5f4fe37111a2531213497942	50
5f54b7bc649418811db24711	100
5f56268bff7e03a1800a3a2f	100
5f565c9592080106c6b4d467	0
5f579cc797c3ee2607f6e344	100
5f590fd00f0eec104b473961	100
5f5b27db857807236ee3e3f3	-100
5f5f72d80c064e02b8662ced	100
5f67c39d8d62624067e07396	-50
5f6912baefd1c50f7f3b83f7	100
5f6e36c7f042f033d0f97bc1	100
5f6f28ca6df91347f156ad9a	-100
5f712c16875f0375275c57d5	100
5f729d7c15c1dd1ee6058997	100
5f77480675b83a250b3e8c36	100
5f775d8ac99f3125e763b144	100
5f778d553167a12eae0e1c00	-100
5f7a28b8bedcf2112ebd1289	-50
5f7dd6ed4303f7000814dd3b	-100
5f7e6f9c1212c514f9437e3a	100
5f7f466a83fbad0b6a4ccb15	100
5f846dd4e962ce0bf61b95fb	-100
5f85c88c61e23608718cbd03	100
5f88a9e10b3478081e131706	-100
5f8b066742a6381ddae03d75	100
5f8b4513fb7c7425abdbbb81	100
5f8cbc5c355ea745e6cef2ca	100
5f8d88be68198208a829cd5f	-100
5f8f0ae15fe9e60fbbbaead9	100
5f9389fafdbecb173b329cca	100
5f93aff4d654c619d22b94b9	-100
5f985596be2ea910b23827ed	-100
5fa1636a77c875235bd8e1f6	-100
5fa7c59d7c24a5554e80e4aa	100
5fadeb340e10471fdeb5fbf5	0
5faeb8eb6562cd0163f216ec	100
5fb2ce5316dfd3963b4be37c	-100
5fb3e1ecadba8802c0d12fe6	0
5fb402a66cba9801673f2b5c	100
5fb5829e56cf2b0b8446dda2	50
5fb70808c7c7bb1d76c2b9d4	100
5fb93f3349adcb75d64045d1	100
5fba91d5a2e5dda8c5977190	0
5fbd948d22ebef1c398a8e8a	100
5fbedb605c74b312137f371b	100
5fc0c49264908d09e94c8cd7	50
5fc14a9cfddce609bd3e5015	100
5fc2a0d812bc59000b746ee5	100
5fc3442312bc5917b8341963	50
5fc42a3648abac377a552522	100
5fc45894c518494211619c7e	50
5fcd709227fabfc6ca7a969e	100
5fd0dc0d8dae67016ed65a54	100
5fd0ef1dbfdf0801f669f642	100
5fd18d125e1f92195b1717bc	50
5fd410790e3b0716869c801e	100
5fd8c059856120277dec48ef	100
5fde9d8446872e61791b82c7	0
5fe9ccf43803bb921592f8ac	100
5feb9a64d42dc5c4926ffe03	0
5fef00fd52b0e2d230369a01	100
5fef2fa9efea401f0b55a7c2	100
5fefbee02c2ee6e7ad30b24d	50
5ff35316d4f1e4411075686b	0
5ff39ec71d6cb49c6c906727	100
5ff633cda2b5841a81ec5b9a	100
5ff94e71c59814230b0fb713	100
6000cefee380e61fa9bc5ae4	100
6002e90144049f32edaf9ccf	0
600604af2e88fb932d0b7aec	0
60079f45348bb62bdcd363ff	100
600c3a4cf1786b0d29f2e0b5	-100
601228de8f04be234171ca8f	100
6012a60ae800da000ce2e328	100
60130d613d3ca613b04d39bb	100
6014319e270fe939a04f9750	100
6017f6742d7cc9ad4f98fb4d	100
60188f5f74e975153e518af0	-100
6018e7e271455e1e9e49bda1	100
601957589dce2d020c0b68fd	100
601bd7b6f176775ca8d0cd76	100
601d7cc678b34c000c119699	100
601e13b872774f263d64acac	100
601fe0abd9466c54b4ae2edf	-50
60205d8a88ba9165dda2b151	-100
6025322c854f3a000b5f39f4	100
6025534aacfd7c07175859d8	-100
60282d2ffedb021342e2df15	100
6029b0e17f3b5d944ab183f1	0
602d0d644ae79165540824c7	-100
60301eb443d657e3194282fa	100
603862f99e00971c55fe0874	100
60392f725862f13f0fe248fd	100
603bbf426ba69e8af20ace6f	100
603cdf727dc2aaaf78665c7a	100
603ed5d8d98e95fc0e0a67a9	-100
603ffa2297399c196dd985c6	50
60412f7a5f580407f8e6e615	100
604397dd75ab0c367e5f2604	100
6044aeec82a9db5312244eff	-100
60469cfa17b0fd0dca2c2286	100
604948af3d18f08a6d339883	100
604b682a8b6ed9694d8e48aa	-100
604c43026c4192103feff6e7	100
604e634b32d4a6d79fe6dff9	100
604ece0ddcb93c1afcda5601	100
6053af645a4c66eac9bb2c2b	-100
6054e1ddb68b58dd23242765	100
605504fc7a5a699c16ae8b4d	100
6055710aefbed49cbc6c872b	-100
605867beea908e8ef4302da6	100
6059de1764f0ba6ded888c05	-50
605af9d7b86acbdc81560f8b	0
605e9cc770aa6d1947d02bfa	100
6061fff2c21e787791b1d052	0
606492360e422d12dc63000e	100
6065d6c60c9d35be7632a6ca	-50
606df53de4b0550a5f42fefe	100
607047e8bf8855d7e3112b91	100
6071a3faff84952d04771a21	100
6072f0c49cdfff6846fc1964	100
6072f5e58232a7e276108b28	-100
60743e408fd768b1a939ed4c	50
6074b929f753216d88c77e88	100
6074c0ce19889ca4efd4448e	-50
6075ecc30e7921c183644eaa	-100
60794cf6640dbc4d3662ef07	-100
607cce4d28ef1f0561fc93ca	100
607f0b70818fde7990b3992d	50
607f2e7133afa07084f6be01	100
607f7f18d84d010ea2cd8664	100
6080c437c4d7109234489144	-100
6080f54b42dcabe9e1418fe3	50
60815de360f218f8b6164656	100
6083e4575dc56d8ed869d70f	100
60868644bc3f19d6d4f9a413	-100
60873d2ab16643e5a08cafd2	100
608bfa04767191aa4d57bfd8	100
6090578fb2299eacaec32b7a	100
6091e1be3df7254e526f7168	100
6093352bbe7fa5d5483fa970	0
6094af4acc2ca8dd2c6f8edd	-100
6095fc75ab1d101e060d808b	100
60996e96d40f57772e96ab4f	100
609992993f9e385c720e2ba5	50
609a9aae2e53d2c195a1bba6	50
60a1e78bca6d054be353758f	50
60a2cf0845851125015f4c1e	100
60a80fbd13aba726d46b8f2e	100
60aa79fa99f7d53701b02256	-100
60ab9e649e9587f020d43ede	100
60ae58bc8c294827d300e31c	50
60aecded93eb495d413a482b	50
60aee0858e96f753f593b729	100
60b15442ddeb2fb71659ae2e	100
60b610d8c3c4f177c8337729	-100
60b78dc1eb46833a5c6b1235	0
60b8198defba8da1d95a93b8	50
