subject	headphonecheck_nCorrect	stereocheck_nCorrect	DL_right	DL_left	DL_other	DL_monoPctCorrect	DL_dualPctCorrect	DL_lat
61230b14a3bcb65c585dfdaa	6	6	57	39	24	83.33	80	18.75
6125653f9d984b6fd3d68983	5	6	59	44	17	95.83	85.83	14.563106796116504
612669b8c92504572e54c62b	6	6	74	16	30	100	75	64.44444444444444
6128a3db67305ef94021fcd7	5	6	50	45	25	100	79.17	5.263157894736842
6129cc7a565c9c03752802fa	6	0	108	2	10	100	91.67	96.36363636363636
612cb8ab5ad60fc4504e073f	6	6	77	14	29	83.33	75.83	69.23076923076923
612d5ca50be0e9ff3505561f	6	6	58	41	21	95.83	82.5	17.17171717171717
612df6ef33e1afb850d6d56f	3	6	12	99	9	95.83	92.5	-78.37837837837837
6130ea03d6862384241af61a	0	6	53	61	6	100	95	-7.017543859649122
61313473de5462f652bb133c	1	6	58	54	8	100	93.33	3.571428571428571
6132cc58d1dcc24bcdb61606	6	6	66	35	19	95.83	84.17	30.693069306930692
61338374ecef87bfdfd1c7bb	6	6	47	36	37	91.67	69.17	13.253012048192772
6134eba70b3263b484d2b471	6	6	84	21	15	100	87.5	60
613589ac6333693e1927fa76	5	6	61	17	42	79.17	65	56.41025641025641
613637a4f7a0e5359082010b	6	6	90	13	17	100	85.83	74.75728155339806
613b33351fe3b5ef6a70f654	0	6	50	59	11	95.83	90.83	-8.256880733944955
613b94b83b5cb4c72904f8b3	5	2	53	48	19	87.5	84.17	4.9504950495049505
613b94c0131c197e3151d176	2	6	52	49	19	100	84.17	2.9702970297029703
613e4fe98859554b7170871b	6	6	35	77	8	91.67	93.33	-37.5
613e7bf4ae5857b728674b91	6	6	66	36	18	100	85	29.411764705882355
613fa6a4ac727e4d53fcaf38	6	6	53	53	14	95.83	88.33	0
61413568af671b4a3f59aa8a	6	6	38	61	21	100	82.5	-23.232323232323232
6141f62294ff9bf9d89e8897	5	6	93	18	9	100	92.5	67.56756756756756
61432781817c1541f59bbf33	0	4	48	44	28	95.83	76.67	4.3478260869565215
6144c14d93e88592f8e9750d	1	6	83	15	22	70.83	81.67	69.38775510204081
6146f9d153bd39dfa1fe49b5	4	6	45	51	24	87.5	80	-6.25
6147082f6a4363dd25430c10	4	6	51	46	23	100	80.83	5.154639175257731
6147213e9333ddd0c65b3ed3	0	4	55	57	8	100	93.33	-1.7857142857142856
61474f07f4cfbc50cb3b2f1e	4	6	26	74	20	100	83.33	-48
61479ab9218564b0c032d382	0	3	40	66	14	95.83	88.33	-24.528301886792452
6148963108ad9e90ae61c8ab	6	6	60	40	20	100	83.33	20
61498e629580b6d5cc8f67f3	6	6	56	49	15	91.67	87.5	6.666666666666667
614a125a754b4a9660643d88	5	6	68	37	15	95.83	87.5	29.523809523809526
614dc45c0ed5f55d9036e0d9	6	6	68	29	23	95.83	80.83	40.20618556701031
614e43c148febeb17c93e998	5	6	84	30	6	91.67	95	47.368421052631575
614e5f296503fcbc29f42b3a	6	6	65	28	27	95.83	77.5	39.784946236559136
614fe09fec9ce4a2a415476d	3	6	48	66	6	100	95	-15.789473684210526
61511b7499620085c08c171d	5	6	49	57	14	100	88.33	-7.547169811320755
6151b373b274d12a949a4369	5	6	46	46	28	79.17	76.67	0
6151e572a07b1d5e164bab2c	6	6	59	50	11	100	90.83	8.256880733944955
61530d04a2176282b7ee6fac	6	6	55	52	13	91.67	89.17	2.803738317757009
6153593be7f8925dee8d7db6	0	6	48	60	12	100	90	-11.11111111111111
6153b5513ccada2d35fae508	6	6	61	34	25	79.17	79.17	28.421052631578945
61544c7e85951454f9c5b60e	6	6	61	43	16	100	86.67	17.307692307692307
6154973c69da7c97996a19f6	6	6	59	49	12	100	90	9.25925925925926
6154b0b9c638eb2b8b147def	6	6	69	36	15	100	87.5	31.428571428571427
61577f23f2c969a3eae09d3b	6	6	68	28	24	95.83	80	41.66666666666667
61592ea07347e286bca1955f	0	6	79	30	11	100	90.83	44.95412844036697
6159fb27b6340dda3fc6a5c3	0	6	56	44	20	95.83	83.33	12
615c6b6db80030c2df00f6b7	6	6	61	34	25	100	79.17	28.421052631578945
615c9a75a3347425d96d9f4f	1	6	62	51	7	95.83	94.17	9.734513274336283
615dd0f9a1497c3521241dbc	5	6	25	80	15	100	87.5	-52.38095238095239
615dd1eb2702a672f7db49f1	6	6	47	67	6	100	95	-17.543859649122805
615edb3967bc743ac381a940	6	6	82	23	15	100	87.5	56.19047619047619
615fdfca4830432512527cf3	6	6	29	75	16	91.67	86.67	-44.230769230769226
6160c8f657e3c4094b01614a	5	6	40	57	23	83.33	80.83	-17.525773195876287
616413c53aace889a0f13c3a	6	6	51	59	10	100	91.67	-7.2727272727272725
616426c9ef325b5dd26f7d8e	6	6	60	43	17	100	85.83	16.50485436893204
6164b1a030e4e2dbcd02e92e	2	6	64	49	7	95.83	94.17	13.274336283185843
6164cb24dbf61b550392e841	0	5	51	57	12	95.83	90	-5.555555555555555
616555ec3460f0a519c1cdff	2	6	49	45	26	100	78.33	4.25531914893617
6165a8ee6dde7ff6f4b22e6f	6	6	70	22	28	95.83	76.67	52.17391304347826
6165ab1d62dc48b90438ea1d	6	6	39	63	18	100	85	-23.52941176470588
6167abbd7db521535e811eb0	5	6	57	31	32	87.5	73.33	29.545454545454547
6168713d805efede55796d7f	3	2	46	53	21	95.83	82.5	-7.07070707070707
6168ace1ef0f716f56f08f5b	6	6	43	20	57	54.17	52.5	36.507936507936506
61698720ea3862e067c47c73	6	6	88	22	10	100	91.67	60
616996c4f97c112b8c31d813	2	3	46	40	34	70.83	71.67	6.976744186046512
616ddd8fb030bba466234e7a	6	6	41	58	21	100	82.5	-17.17171717171717
616f3c3672c07234d96edc86	4	6	50	53	17	100	85.83	-2.912621359223301
61716052a11968c4644776b7	5	3	5	100	15	79.17	87.5	-90.47619047619048
617172d3e4d3b6d6ab6a705c	5	6	45	48	27	95.83	77.5	-3.225806451612903
61731c0ef27028acbfbbf972	1	6	35	30	55	37.5	54.17	7.6923076923076925
6175e05636b79082f8d345c5	6	6	50	53	17	95.83	85.83	-2.912621359223301
61bb36e440db417c1a13894a	6	6	74	37	9	100	92.5	33.33333333333333
61f2adfaa09e72f23cbaf9da	4	6	32	42	46	66.67	61.67	-13.513513513513514
61fa945e5719bc09cb834f15	0	6	43	54	23	95.83	80.83	-11.34020618556701
62029a07ef1cb18a1337c583	5	6	72	30	18	100	85	41.17647058823529
62029a55ef1cb18a1337c61a	0	6	54	46	20	95.83	83.33	8
62029adcef1cb18a1337c71c	6	6	61	38	21	100	82.5	23.232323232323232
6234864ec4a6e1aa0229fbd7	2	6	77	25	18	100	85	50.98039215686274
62349b9d9d293b56a95ede2c	5	6	58	32	30	83.33	75	28.888888888888886
6234a7fc493d026318784c23	6	6	67	28	25	95.83	79.17	41.05263157894737
6237ca974050879378c8fea8	5	6	58	54	8	95.83	93.33	3.571428571428571
62694fbeede8c79c1b047e80	3	6	48	47	25	95.83	79.17	1.0526315789473684
62712d1c0b71829386d60eb4	5	6	59	40	21	95.83	82.5	19.19191919191919
62728c148af5805feea46dc8	1	2	60	52	8	87.5	93.33	7.142857142857142
6272b9dfc470a51d5fa0e6ea	0	6	60	42	18	95.83	85	17.647058823529413
6273eeabe7637501530d9733	4	4	48	49	23	100	80.83	-1.0309278350515463
6277fb597942c07d74b16b98	6	6	58	39	23	83.33	80.83	19.587628865979383
627809c52874925390a423a6	6	6	57	37	26	95.83	78.33	21.27659574468085
62824c37f4cc437ab86e0ae6	6	6	41	33	46	50	61.67	10.81081081081081
6282571cf39cd89341a474e9	6	6	57	36	27	79.17	77.5	22.58064516129032
62827ef2d905564e88a46d01	0	6	58	51	11	95.83	90.83	6.422018348623854
6282a9b9015ed5c3dbf566b3	3	5	3	105	12	100	90	-94.44444444444444
628419137c4c3ded72e4874d	5	6	48	46	26	100	78.33	2.127659574468085
6285918873f1ff83c2bfa809	6	6	60	41	19	95.83	84.17	18.81188118811881
628659966054a3064240cb17	4	6	60	50	10	100	91.67	9.090909090909092
628678ca852c5ee97a800552	6	6	44	45	31	83.33	74.17	-1.1235955056179776
62867b51e71606f873d41b05	5	6	72	33	15	100	87.5	37.142857142857146
6286ad40f6f08677959e431e	6	6	69	45	6	100	95	21.052631578947366
628781515f29a0394e23b15b	6	6	79	26	15	95.83	87.5	50.476190476190474
628bbe2c0f8080e6985e8592	6	6	34	69	17	100	85.83	-33.980582524271846
628d62e2c99c773b217f1321	6	6	46	63	11	91.67	90.83	-15.59633027522936
628e5f283594e1a48a04886f	6	6	62	31	27	95.83	77.5	33.33333333333333
628f6d4d2a3cf806fc7e01ff	0	6	49	52	19	83.33	84.17	-2.9702970297029703
628f9b391ab8b87c64643248	6	6	11	74	35	83.33	70.83	-74.11764705882354
6290d34243e9347c40bac608	6	6	26	80	14	91.67	88.33	-50.943396226415096
6290d930eb8f73a88e290de6	6	6	72	28	20	95.83	83.33	44
62913423a2eafb7ddd64d975	6	6	44	57	19	100	84.17	-12.871287128712872
629186f7e2f20297ead170be	1	6	86	21	13	100	89.17	60.747663551401864
629531cb501e6d23d9797050	5	6	71	39	10	100	91.67	29.09090909090909
629534afc0924e49e1464589	0	5	45	39	36	87.5	70	7.142857142857142
6296bef3248bf76cc113926b	5	6	44	50	26	91.67	78.33	-6.382978723404255
629b3b3c89d490460eacbfbc	6	6	52	41	27	79.17	77.5	11.827956989247312
629e1fc50453c5096d91c5f4	4	6	45	58	17	100	85.83	-12.62135922330097
629f2a1f516a323b811b8273	6	6	66	23	31	100	74.17	48.31460674157304
629f2a9c3effb1dc81c49116	5	6	30	67	23	100	80.83	-38.144329896907216
629f2dccc6e91be06559e2f1	5	0	35	65	20	95.83	83.33	-30
629f2edb4e2e1d417c524cb7	2	6	43	66	11	100	90.83	-21.100917431192663
62a0b2f90e25677103262820	6	6	61	20	39	66.67	67.5	50.617283950617285
62a2648755dec7ce4164f875	0	6	71	28	21	100	82.5	43.43434343434344
62a2adb16716c2e0c8d3c07a	6	6	45	44	31	91.67	74.17	1.1235955056179776
62a338e26dc04ba4e4fb26bb	6	6	51	49	20	100	83.33	2
62a42874616cea6120350ad9	6	6	29	66	25	87.5	79.17	-38.94736842105263
62a733deec84f43ab19f7cca	6	6	90	17	13	100	89.17	68.22429906542055
62a7970f8387f3fcc95b106b	6	6	52	38	30	70.83	75	15.555555555555555
62a88dbc14372bc103a1accb	5	6	45	40	35	95.83	70.83	5.88235294117647
62a8f3aeaf0846daa75fbc3d	4	6	34	48	38	79.17	68.33	-17.073170731707318
62ab2034b58fe149d144acf4	6	6	92	17	11	100	90.83	68.80733944954129
62ac75a88ed59acd2d641ef5	6	6	82	24	14	100	88.33	54.71698113207547
62ac7ba73347a349866fb1f9	6	6	71	40	9	100	92.5	27.927927927927925
62ac7d0d794fad54e6cf7d84	6	6	57	47	16	95.83	86.67	9.615384615384617
62aca272d3567b4b0e575647	4	6	39	54	27	95.83	77.5	-16.129032258064516
62b09bc02efbcc7d0dd81f3b	6	6	66	41	13	100	89.17	23.364485981308412
62b1418c313cf1ef437ed9c3	5	6	72	28	20	91.67	83.33	44
62b1ff970dfb7055f35d6937	0	5	51	42	27	91.67	77.5	9.67741935483871
62b4370c9a89e5a09c4447de	6	6	75	20	25	83.33	79.17	57.89473684210527
62b4403257f7d42730f83394	5	6	48	43	29	87.5	75.83	5.4945054945054945
62b447656327845c605becd9	6	6	74	29	17	100	85.83	43.689320388349515
62b46cafda63e83d14eb4ec5	4	0	31	46	43	70.83	64.17	-19.480519480519483
62b5d90d09660072824f68cf	2	6	55	40	25	100	79.17	15.789473684210526
62b5e2bd8c3c515ab19b911a	1	6	90	22	8	100	93.33	60.71428571428571
62b5fea64b239d91783414ff	0	3	48	42	30	100	75	6.666666666666667
62b8b2be4c2b1d481f4f68c0	6	6	37	66	17	91.67	85.83	-28.155339805825243
62bc3401dc67c7598dbba4a6	6	0	22	66	32	95.83	73.33	-50
62bd685ac3edc9ad0d77812b	6	6	46	48	26	87.5	78.33	-2.127659574468085
62bdc8f9ce5149c655938472	5	6	49	49	22	87.5	81.67	0
62bddb63d7c84ff6e9c592f5	6	6	60	30	30	100	75	33.33333333333333
62c0ccde4bd16c7f96a2959f	2	1	28	45	47	83.33	60.83	-23.28767123287671
62c41fe598ab94de4d4f021e	6	6	48	49	23	79.17	80.83	-1.0309278350515463
62c61d523167ae5eafc98e6c	6	6	60	49	11	100	90.83	10.091743119266056
62c79dafb9222348d5e5a90c	4	6	50	56	14	95.83	88.33	-5.660377358490567
62c83041b362f6fad2f05822	6	6	70	33	17	95.83	85.83	35.92233009708738
62c8d159937c939dd4d139e3	6	6	35	42	43	58.33	64.17	-9.090909090909092
62caff3bc44f4d702b6e2e35	6	6	75	28	17	100	85.83	45.63106796116505
62cc0f224275a8e076973853	6	6	65	32	23	95.83	80.83	34.02061855670103
62cdb59eb5cfe2052ca5074c	0	5	56	51	13	95.83	89.17	4.672897196261682
62cdd40d1b2793efe13fd204	6	6	59	41	20	95.83	83.33	18
62ce9f115a24ca323371d2dc	6	6	67	33	20	100	83.33	34
62cf2192b9212fc96a5b3917	2	6	80	10	30	66.67	75	77.77777777777779
62d133d8355730e56a6722dc	6	6	66	26	28	91.67	76.67	43.47826086956522
62d59d0df8da03fdf7f8c317	3	0	51	50	19	91.67	84.17	0.9900990099009901
62d68f14d9b476ca9b026253	6	6	72	25	23	95.83	80.83	48.45360824742268
62d709bbd195748a93cf951b	6	6	82	28	10	100	91.67	49.09090909090909
62d9242891fdb4cd2294633e	4	6	53	47	20	95.83	83.33	6
62da6435cd756fcdd166ba69	6	0	41	56	23	100	80.83	-15.463917525773196
62daadb99f0265052485e7cf	1	5	27	39	54	62.5	55	-18.181818181818183
62db607906a1c0be0039aa32	6	6	96	12	12	91.67	90	77.77777777777779
62df7fc27c9e824a7a774103	2	3	48	57	15	95.83	87.5	-8.571428571428571
62e024e1be720e4322dade00	6	6	81	24	15	95.83	87.5	54.285714285714285
62e02b1ed5b0fbc1b1dc09e7	6	6	38	37	45	91.67	62.5	1.3333333333333335
62e0629e7fbb8a1907dade0e	5	6	30	59	31	75	74.17	-32.58426966292135
62e0c40c68eaa2ad1508eae6	4	6	38	41	41	58.33	65.83	-3.79746835443038
62e154b0682e270b4acdf5ee	6	6	63	38	19	100	84.17	24.752475247524753
62e185484154c451882a8a3d	2	0	29	52	39	70.83	67.5	-28.39506172839506
62e19208352cd518d7b2f085	6	6	67	40	13	95.83	89.17	25.233644859813083
62e1f3f870894e12168113c5	2	3	47	49	24	91.67	80	-2.083333333333333
62e25115fb932baf4a93173f	0	4	72	25	23	95.83	80.83	48.45360824742268
62e3f7b224ec70641fd86b7b	6	6	53	48	19	100	84.17	4.9504950495049505
62e40abe71c1b7e395e9bf4a	5	6	10	96	14	91.67	88.33	-81.13207547169812
62eaacea4ed738b3a35c0455	6	6	64	45	11	100	90.83	17.431192660550458
62ebd8c191cf8e7fe54af5cf	1	6	54	39	27	100	77.5	16.129032258064516
62ebf162fc296d770d108698	3	6	70	30	20	91.67	83.33	40
62ec4c02ead47ce424644dd8	6	6	57	43	20	95.83	83.33	14.000000000000002
62ecf80065974f9ca24a6430	5	6	54	49	17	100	85.83	4.854368932038835
62ee4337445b044245a71185	6	6	28	61	31	91.67	74.17	-37.07865168539326
62fb383ce16d6921d1c2c2b8	6	6	33	37	50	54.17	58.33	-5.714285714285714
62fb7a1e911792cb94b547c6	6	4	24	35	61	66.67	49.17	-18.64406779661017
62fb7b282ed3a1e42d9a5f46	6	6	63	48	9	95.83	92.5	13.513513513513514
62fb7ba781f1eaac2b543934	6	6	35	50	35	75	70.83	-17.647058823529413
62fb7dc39338d2a30ae9cff4	1	6	48	55	17	91.67	85.83	-6.796116504854369
62fb7eb177df6c3faae7baba	4	6	42	45	33	70.83	72.5	-3.4482758620689653
62fbdda6e4b5a034b71296f8	6	6	60	55	5	70.83	95.83	4.3478260869565215
62fc25ef4ce0d3d169b7a120	6	6	57	44	19	95.83	84.17	12.871287128712872
62fcabf17fc3d7ef0952fb6c	1	6	45	48	27	100	77.5	-3.225806451612903
62fe6312269d0e4ae894297b	6	6	71	31	18	100	85	39.21568627450981
62fe744f4cd35a1a91b43f13	6	6	73	30	17	100	85.83	41.74757281553398
63003bb4d6f83995fb271ba3	6	6	70	24	26	91.67	78.33	48.93617021276596
63026a8fd8429b224cd2a134	6	4	34	30	56	62.5	53.33	6.25
63039dbefda87c47a91fec04	6	6	60	27	33	91.67	72.5	37.93103448275862
6303b2a667e441d9712da559	5	6	76	26	18	100	85	49.01960784313725
6303c0bf11a5be642b52830e	0	6	54	59	7	95.83	94.17	-4.424778761061947
63069f585b35a5ec752fcd30	5	6	44	50	26	91.67	78.33	-6.382978723404255
6306d4da805f2e38a841c3ad	5	6	58	34	28	87.5	76.67	26.08695652173913
6307bd3bb93e804d22332b3e	5	6	66	47	7	100	94.17	16.8141592920354
630a2fd6e76ccbe74374656d	6	6	57	31	32	79.17	73.33	29.545454545454547
630adf01fe54101d5214a17f	6	6	78	32	10	100	91.67	41.81818181818181
630f06eb561655a94229a93d	6	6	72	27	21	100	82.5	45.45454545454545
6312ada1ce715ee3916c3748	6	6	50	44	26	95.83	78.33	6.382978723404255
63136313a568ce59fb97feb9	6	6	77	11	32	91.67	73.33	75
631381096e95278a3f97fed4	6	6	40	54	26	95.83	78.33	-14.893617021276595
6314453e0a22cc4e1e66ca08	6	6	51	34	35	66.67	70.83	20
6314bc49055e150c92f4736e	2	3	48	55	17	100	85.83	-6.796116504854369
6315a102cb675027354ef5d8	4	6	53	41	26	79.17	78.33	12.76595744680851
631610af8e747093cd90e00d	6	6	35	66	19	100	84.17	-30.693069306930692
631659ad8e5354f16aef7249	6	6	80	19	21	100	82.5	61.61616161616161
631746048043e6fd54a798d4	6	6	46	43	31	83.33	74.17	3.3707865168539324
63179fe6d8b52834c9c8f5f7	5	6	38	41	41	100	65.83	-3.79746835443038
6318ec19888839dfc0b4d5c8	5	6	44	52	24	91.67	80	-8.333333333333332
631a0abd840b151d3bf54b6b	6	6	72	23	25	83.33	79.17	51.578947368421055
631a114b543a75e72096fc17	6	6	55	43	22	100	81.67	12.244897959183673
631ab79e8635a1df26319958	6	6	60	47	13	95.83	89.17	12.149532710280374
631b1437200a529b7f31919d	1	3	54	56	10	83.33	91.67	-1.8181818181818181
631b32b0796f2941b55e7d58	6	6	34	71	15	87.5	87.5	-35.23809523809524
631bfb8f27645e704e21c1cd	4	6	47	34	39	75	67.5	16.049382716049383
631c8e97db06f601f81bd82f	1	6	42	46	32	83.33	73.33	-4.545454545454546
631f1b608af38f654d2a3b1f	3	6	27	60	33	91.67	72.5	-37.93103448275862
631f8164145b26de1567f040	0	6	66	33	21	100	82.5	33.33333333333333
631fd12cab0b639506214b7b	5	5	4	95	21	95.83	82.5	-91.91919191919192
632222532c12ab0ab7ca00bd	6	6	54	42	24	100	80	12.5
63239f94b13228f09348c943	6	6	38	34	48	62.5	60	5.555555555555555
6324190c00acac6ac06d882b	6	5	54	58	8	79.17	93.33	-3.571428571428571
63251e479509813fab713ad2	6	6	56	34	30	83.33	75	24.444444444444443
6325482a5da955ebe4a72c93	3	6	81	17	22	79.17	81.67	65.3061224489796
63287c548c0d66d1e300fd64	6	6	78	12	30	100	75	73.33333333333333
632881a28fcc3aae4da242e2	5	6	53	52	15	100	87.5	0.9523809523809524
6329f8bd8622aaba8e13a6d7	6	6	98	8	14	100	88.33	84.90566037735849
632a2b88ee7ba45758fde30b	6	0	40	47	33	75	72.5	-8.045977011494253
632b19a12e685b61f1ac6508	2	6	57	56	7	100	94.17	0.8849557522123894
632b1b35331d4efbfb0d0f8d	0	6	43	63	14	100	88.33	-18.867924528301888
632b21ce03008aff6a4314b6	4	6	77	21	22	100	81.67	57.14285714285714
632c0075227e9b734c80424d	6	6	74	23	23	91.67	80.83	52.57731958762887
632c211dcdf6a137b26dfdce	0	0	34	38	48	75	60	-5.555555555555555
632ff41f3631baf749984e3e	0	6	56	55	9	100	92.5	0.9009009009009009
6332177870f40e88d0206f74	6	6	98	18	4	87.5	96.67	68.96551724137932
6335e35d7a38530d68fd75ca	4	4	39	49	32	79.17	73.33	-11.363636363636363
63383ce105061ac9c94a652a	6	6	70	30	20	100	83.33	40
6338c289b6f1c7bdcef71166	6	6	63	42	15	100	87.5	20
633c74ad6178784ed5b52104	0	0	31	58	31	100	74.17	-30.337078651685395
63403b47287756c1978d2985	5	6	38	32	50	75	58.33	8.571428571428571
6341a541b6cfd5f8933f48c4	6	6	51	42	27	100	77.5	9.67741935483871
634282de38138fa9316eb482	0	1	65	28	27	87.5	77.5	39.784946236559136
6346880c3d5b5160c4dd3b62	6	6	52	50	18	87.5	85	1.9607843137254901
63468824bc01887b6007d674	4	6	87	16	17	100	85.83	68.93203883495146
6346887083e9dda2b38f6c56	4	6	63	36	21	100	82.5	27.27272727272727
634695670344cd46b52f7249	0	6	70	29	21	100	82.5	41.41414141414141
63469771ec0b74d9c71458d0	5	6	0	120	0	100	100	-100
6346da4e7ac002d7383bd243	6	6	28	72	20	100	83.33	-44
6347e31ef77fad7edd2f53f1	6	6	68	37	15	95.83	87.5	29.523809523809526
63483c4522d65d46028da7a7	6	6	45	56	19	100	84.17	-10.891089108910892
634bf82ea58e2f34672d56ba	6	6	63	28	29	87.5	75.83	38.46153846153847
634db0be66af0236b2c14770	6	6	60	48	12	95.83	90	11.11111111111111
6361483717c4df2ebf189d07	0	6	51	48	21	91.67	82.5	3.0303030303030303
63614928290a805b5455d371	6	6	40	31	49	75	59.17	12.676056338028168
636166e1694fe8d9ed77dd68	6	6	61	37	22	91.67	81.67	24.489795918367346
6361769fee0c219b0f1cc480	6	6	79	19	22	91.67	81.67	61.224489795918366
6361bfe81e0da4a406b33f1e	4	6	61	49	10	100	91.67	10.909090909090908
